,loc,v(g),ev(g),iv(g),v,l,d,i,e,b,t,lOCode,lOComment,lOBlank,uniq_Op,uniq_Opnd,total_Op,total_Opnd,branchCount,defects,complex_by_line,code_by_cmtblank,lines,Opratio,Opndratio
7172,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1.5,0.0,1.5,1.0,0.0
7418,78.0,14.0,14.0,10.0,1650.71,0.03,31.5,52.4,51997.3,0.55,2888.74,48.0,11.0,14.0,21.0,36.0,175.0,108.0,27.0,0,0.48717948717948717,1.92,63.0,0.12,0.3333333333333333
5794,49.0,5.0,1.0,3.0,817.88,0.03,37.92,21.57,31011.15,0.27,1722.84,37.0,5.0,5.0,14.0,12.0,109.0,65.0,9.0,0,0.1836734693877551,3.7,43.0,0.12844036697247707,0.18461538461538463
693,269.0,75.0,63.0,42.0,7977.67,0.01,99.0,80.58,789789.1,2.66,43877.17,226.0,19.0,17.0,45.0,95.0,701.0,418.0,144.0,1,0.6691449814126395,6.277777777777778,247.5,0.06419400855920114,0.22727272727272727
10649,20.0,2.0,1.0,2.0,186.91,0.13,7.64,24.48,1427.3,0.06,79.29,12.0,1.0,5.0,8.0,11.0,23.0,21.0,3.0,0,0.25,2.0,16.0,0.34782608695652173,0.5238095238095238
2983,12.0,3.0,3.0,1.0,78.87,0.13,7.5,10.52,591.52,0.03,32.86,9.0,0.0,1.0,9.0,3.0,17.0,5.0,5.0,0,0.5833333333333334,9.0,10.5,0.5294117647058824,0.6
5664,14.0,2.0,1.0,2.0,165.0,0.14,7.0,23.57,1154.99,0.05,64.17,8.0,0.0,3.0,11.0,11.0,23.0,14.0,3.0,0,0.35714285714285715,2.6666666666666665,11.0,0.4782608695652174,0.7857142857142857
10185,15.0,4.0,3.0,4.0,286.62,0.09,10.56,27.14,3027.43,0.1,168.19,11.0,0.0,2.0,13.0,16.0,33.0,26.0,7.0,0,0.7333333333333333,5.5,13.0,0.3939393939393939,0.6153846153846154
2592,18.0,2.0,1.0,2.0,324.33,0.08,12.83,25.27,4162.24,0.11,231.24,12.0,0.0,4.0,14.0,12.0,47.0,22.0,3.0,0,0.2777777777777778,3.0,15.0,0.2978723404255319,0.5454545454545454
8959,11.0,3.0,1.0,3.0,83.76,0.22,4.5,18.61,376.93,0.03,20.94,9.0,0.0,0.0,7.0,7.0,13.0,9.0,5.0,0,0.6363636363636364,0.0,10.0,0.5384615384615384,0.7777777777777778
1714,106.0,27.0,21.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,1,0.6037735849056604,0.0,53.0,0.0,0.0
10198,108.0,15.0,13.0,3.0,2398.1,0.03,38.12,62.91,91409.75,0.8,5078.32,81.0,0.0,24.0,24.0,51.0,223.0,162.0,29.0,0,0.28703703703703703,3.375,94.5,0.10762331838565023,0.3148148148148148
6882,9.0,2.0,1.0,1.0,81.41,0.11,9.0,9.05,732.69,0.03,40.7,5.0,0.0,2.0,9.0,4.0,14.0,8.0,3.0,0,0.4444444444444444,2.5,7.0,0.6428571428571429,0.5
970,17.0,1.0,1.0,1.0,181.11,0.15,6.68,27.12,1209.56,0.06,67.2,10.0,0.0,3.0,11.0,14.0,22.0,17.0,1.0,1,0.17647058823529413,3.3333333333333335,13.5,0.5,0.8235294117647058
9728,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.3,0.0,5.0,0.0,0.0
8048,64.0,8.0,1.0,6.0,709.77,0.03,38.18,18.59,27100.17,0.24,1505.57,42.0,17.0,1.0,15.0,11.0,95.0,56.0,15.0,0,0.234375,2.3333333333333335,53.0,0.15789473684210525,0.19642857142857142
5306,51.0,7.0,1.0,6.0,609.6,0.05,21.04,28.97,12828.01,0.2,712.67,37.0,4.0,5.0,22.0,23.0,67.0,44.0,11.0,0,0.27450980392156865,4.111111111111111,44.0,0.3283582089552239,0.5227272727272727
7733,7.0,1.0,1.0,1.0,48.43,0.28,3.6,13.45,174.36,0.02,9.69,4.0,0.0,1.0,6.0,5.0,8.0,6.0,1.0,0,0.42857142857142855,4.0,5.5,0.75,0.8333333333333334
2867,18.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.3888888888888889,0.0,9.0,0.0,0.0
3116,22.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0,0.2727272727272727,0.0,11.0,0.0,0.0
1448,16.0,2.0,1.0,2.0,144.43,0.13,7.56,19.1,1092.25,0.05,60.68,10.0,0.0,4.0,11.0,8.0,23.0,11.0,3.0,1,0.3125,2.5,13.0,0.4782608695652174,0.7272727272727273
1566,85.0,24.0,23.0,20.0,1473.05,0.03,30.65,48.07,45141.75,0.49,2507.87,59.0,18.0,6.0,19.0,31.0,161.0,100.0,47.0,1,0.788235294117647,2.4583333333333335,72.0,0.11801242236024845,0.31
6976,12.0,2.0,1.0,2.0,187.98,0.12,8.5,22.12,1597.86,0.06,88.77,8.0,1.0,1.0,12.0,12.0,24.0,17.0,3.0,0,0.4166666666666667,4.0,10.0,0.5,0.7058823529411765
5090,11.0,2.0,1.0,1.0,76.15,0.13,7.5,10.15,571.1,0.03,31.73,7.0,0.0,2.0,10.0,4.0,14.0,6.0,3.0,0,0.36363636363636365,3.5,9.0,0.7142857142857143,0.6666666666666666
5434,32.0,5.0,3.0,3.0,505.23,0.06,17.06,29.61,8620.49,0.17,478.92,21.0,3.0,2.0,13.0,16.0,62.0,42.0,9.0,0,0.34375,4.2,26.5,0.20967741935483872,0.38095238095238093
6641,16.0,3.0,3.0,3.0,164.23,0.11,9.17,17.92,1505.47,0.05,83.64,11.0,1.0,2.0,11.0,9.0,23.0,15.0,5.0,0,0.5625,3.6666666666666665,13.5,0.4782608695652174,0.6
2165,31.0,4.0,4.0,3.0,556.86,0.04,26.21,21.25,14593.06,0.19,810.73,25.0,0.0,4.0,27.0,17.0,69.0,33.0,7.0,0,0.3548387096774194,6.25,28.0,0.391304347826087,0.5151515151515151
334,36.0,4.0,1.0,4.0,446.96,0.05,20.46,21.84,9145.48,0.15,508.08,25.0,6.0,3.0,14.0,13.0,56.0,38.0,7.0,1,0.25,2.7777777777777777,30.5,0.25,0.34210526315789475
1581,48.0,7.0,3.0,4.0,905.43,0.03,33.33,27.16,30180.88,0.3,1676.72,34.0,4.0,8.0,20.0,21.0,99.0,70.0,13.0,1,0.2916666666666667,2.8333333333333335,41.0,0.20202020202020202,0.3
1405,58.0,11.0,3.0,7.0,909.93,0.05,20.63,44.1,18774.01,0.3,1043.0,49.0,2.0,3.0,23.0,34.0,95.0,61.0,19.0,1,0.3620689655172414,9.8,53.5,0.24210526315789474,0.5573770491803278
6407,5.0,1.0,1.0,1.0,36.54,0.29,3.5,10.44,127.89,0.01,7.11,3.0,0.0,0.0,7.0,3.0,8.0,3.0,1.0,0,0.6,0.0,4.0,0.875,1.0
6035,47.0,6.0,4.0,5.0,945.11,0.05,22.12,42.72,20906.91,0.32,1161.49,39.0,0.0,6.0,20.0,33.0,92.0,73.0,11.0,0,0.3191489361702128,6.5,43.0,0.21739130434782608,0.4520547945205479
5547,4.0,1.0,1.0,1.0,27.0,0.33,3.0,9.0,81.0,0.01,4.5,2.0,0.0,0.0,6.0,2.0,7.0,2.0,1.0,0,0.75,0.0,3.0,0.8571428571428571,1.0
790,18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,0.2777777777777778,0.0,9.0,0.0,0.0
4915,10.0,2.0,1.0,2.0,108.42,0.14,7.0,15.49,758.93,0.04,42.16,6.0,0.0,0.0,12.0,6.0,19.0,7.0,3.0,0,0.5,0.0,8.0,0.631578947368421,0.8571428571428571
5937,7.0,1.0,1.0,1.0,44.92,0.25,4.0,11.23,179.67,0.01,9.98,4.0,1.0,0.0,4.0,3.0,10.0,6.0,1.0,0,0.42857142857142855,4.0,5.5,0.4,0.5
3761,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.45454545454545453,0.0,5.5,0.0,0.0
3000,13.0,4.0,3.0,1.0,104.25,0.13,8.0,13.03,833.99,0.03,46.33,10.0,0.0,1.0,12.0,6.0,17.0,8.0,7.0,0,0.6153846153846154,10.0,11.5,0.7058823529411765,0.75
9650,19.0,1.0,1.0,1.0,171.9,0.24,4.25,40.45,730.59,0.06,40.59,10.0,0.0,4.0,5.0,10.0,27.0,17.0,1.0,0,0.15789473684210525,2.5,14.5,0.18518518518518517,0.5882352941176471
8866,38.0,6.0,3.0,2.0,495.42,0.04,27.0,18.35,13376.33,0.17,743.13,21.0,6.0,8.0,18.0,13.0,61.0,39.0,11.0,0,0.2894736842105263,1.5,29.5,0.29508196721311475,0.3333333333333333
3210,6.0,1.0,1.0,1.0,64.73,0.25,4.0,16.18,258.89,0.02,14.38,4.0,0.0,0.0,8.0,6.0,11.0,6.0,1.0,0,0.5,0.0,5.0,0.7272727272727273,1.0
7389,5.0,1.0,1.0,1.0,48.43,0.33,3.0,16.14,145.3,0.02,8.07,3.0,0.0,0.0,6.0,5.0,9.0,5.0,1.0,0,0.6,0.0,4.0,0.6666666666666666,1.0
4652,9.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1.3333333333333333,0.0,4.5,0.0,0.0
3719,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.2857142857142857,0.0,7.0,0.0,0.0
7761,26.0,4.0,4.0,3.0,539.23,0.07,13.54,39.83,7300.37,0.18,405.58,22.0,0.0,2.0,16.0,26.0,56.0,44.0,7.0,0,0.4230769230769231,11.0,24.0,0.2857142857142857,0.5909090909090909
3197,32.0,5.0,4.0,5.0,340.0,0.11,8.89,38.22,3024.21,0.11,168.01,16.0,7.0,4.0,13.0,19.0,42.0,26.0,9.0,0,0.4375,1.4545454545454546,24.0,0.30952380952380953,0.7307692307692307
4035,23.0,3.0,1.0,2.0,410.34,0.12,8.48,48.39,3479.36,0.14,193.3,14.0,1.0,6.0,11.0,24.0,43.0,37.0,5.0,0,0.2608695652173913,2.0,18.5,0.2558139534883721,0.6486486486486487
2291,21.0,7.0,5.0,4.0,514.53,0.04,25.11,20.49,12918.33,0.17,717.69,13.0,2.0,3.0,19.0,14.0,65.0,37.0,13.0,0,0.7619047619047619,2.6,17.0,0.2923076923076923,0.3783783783783784
3031,93.0,5.0,4.0,4.0,970.0,0.03,28.78,33.71,27914.44,0.32,1550.8,57.0,20.0,11.0,14.0,18.0,120.0,74.0,9.0,0,0.13978494623655913,1.8387096774193548,75.0,0.11666666666666667,0.24324324324324326
7453,57.0,6.0,4.0,3.0,1144.71,0.04,22.69,50.44,25978.54,0.38,1443.25,45.0,1.0,5.0,19.0,36.0,112.0,86.0,11.0,0,0.22807017543859648,7.5,51.0,0.16964285714285715,0.4186046511627907
6282,18.0,6.0,5.0,3.0,1112.28,0.03,33.15,33.56,36868.91,0.37,2048.27,13.0,0.0,2.0,23.0,17.0,160.0,49.0,11.0,0,0.7777777777777778,6.5,15.5,0.14375,0.3469387755102041
5777,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
1154,115.0,8.0,1.0,8.0,2622.67,0.03,30.14,87.0,79057.67,0.87,4392.09,79.0,13.0,21.0,23.0,66.0,232.0,173.0,13.0,1,0.14782608695652175,2.323529411764706,97.0,0.09913793103448276,0.3815028901734104
10103,20.0,3.0,1.0,3.0,217.13,0.11,8.85,24.55,1920.77,0.07,106.71,15.0,0.0,3.0,10.0,13.0,25.0,23.0,5.0,0,0.35,5.0,17.5,0.4,0.5652173913043478
1919,130.0,3.0,1.0,1.0,3837.56,0.04,23.31,164.62,89460.55,1.28,4970.03,113.0,2.0,13.0,16.0,93.0,296.0,271.0,5.0,1,0.038461538461538464,7.533333333333333,121.5,0.05405405405405406,0.34317343173431736
7742,31.0,6.0,4.0,5.0,539.11,0.04,22.63,23.82,12200.93,0.18,677.83,24.0,0.0,5.0,20.0,19.0,59.0,43.0,11.0,0,0.4838709677419355,4.8,27.5,0.3389830508474576,0.4418604651162791
1866,23.0,2.0,1.0,2.0,184.48,0.15,6.82,27.06,1257.8,0.06,69.88,12.0,5.0,4.0,10.0,11.0,27.0,15.0,3.0,1,0.21739130434782608,1.3333333333333333,17.5,0.37037037037037035,0.7333333333333333
8307,24.0,6.0,6.0,3.0,241.58,0.05,19.5,12.39,4710.76,0.08,261.7,12.0,4.0,3.0,13.0,8.0,31.0,24.0,11.0,0,0.625,1.7142857142857142,18.0,0.41935483870967744,0.3333333333333333
2693,16.0,1.0,1.0,1.0,144.95,0.23,4.31,33.65,624.38,0.05,34.69,7.0,3.0,4.0,8.0,13.0,19.0,14.0,1.0,0,0.1875,1.0,11.5,0.42105263157894735,0.9285714285714286
5993,11.0,2.0,1.0,2.0,151.24,0.1,10.08,15.0,1524.96,0.05,84.72,7.0,0.0,2.0,11.0,6.0,26.0,11.0,3.0,0,0.45454545454545453,3.5,9.0,0.4230769230769231,0.5454545454545454
9542,16.0,1.0,1.0,1.0,352.3,0.12,8.63,40.81,3041.48,0.12,168.97,10.0,0.0,4.0,7.0,15.0,42.0,37.0,1.0,0,0.1875,2.5,13.0,0.16666666666666666,0.40540540540540543
4687,10.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,1.2,0.0,5.0,0.0,0.0
2385,18.0,2.0,1.0,2.0,239.75,0.09,11.45,20.93,2746.21,0.08,152.57,12.0,0.0,3.0,12.0,11.0,32.0,21.0,3.0,0,0.2777777777777778,4.0,15.0,0.375,0.5238095238095238
6327,30.0,2.0,1.0,2.0,206.32,0.24,4.12,50.11,849.57,0.07,47.2,10.0,13.0,5.0,7.0,17.0,25.0,20.0,3.0,0,0.16666666666666666,0.5555555555555556,20.0,0.28,0.85
3384,47.0,6.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.2978723404255319,0.0,23.5,0.0,0.0
9907,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
8890,45.0,8.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.4,0.0,22.5,0.0,0.0
6424,26.0,4.0,1.0,3.0,332.84,0.09,10.66,31.23,3546.85,0.11,197.05,22.0,0.0,2.0,11.0,16.0,39.0,31.0,7.0,0,0.3076923076923077,11.0,24.0,0.28205128205128205,0.5161290322580645
10778,7.0,2.0,1.0,2.0,80.0,0.16,6.43,12.44,514.28,0.03,28.57,4.0,0.0,1.0,9.0,7.0,10.0,10.0,3.0,0,0.7142857142857143,4.0,5.5,0.9,0.7
1865,18.0,2.0,1.0,2.0,180.09,0.09,10.56,17.05,1902.15,0.06,105.67,11.0,0.0,5.0,13.0,8.0,28.0,13.0,3.0,1,0.2777777777777778,2.2,14.5,0.4642857142857143,0.6153846153846154
5533,6.0,1.0,1.0,1.0,33.0,0.5,2.0,16.5,66.0,0.01,3.67,3.0,0.0,1.0,4.0,4.0,7.0,4.0,1.0,0,0.5,3.0,4.5,0.5714285714285714,1.0
5401,4.0,1.0,1.0,1.0,8.0,0.67,1.5,5.33,12.0,0.0,0.67,2.0,0.0,0.0,3.0,1.0,3.0,1.0,1.0,0,0.75,0.0,3.0,1.0,1.0
4315,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,1.0,0.0,2.5,0.0,0.0
1198,32.0,3.0,1.0,3.0,371.38,0.17,5.76,64.48,2139.18,0.12,118.84,20.0,5.0,5.0,9.0,25.0,41.0,32.0,5.0,1,0.21875,2.0,26.0,0.21951219512195122,0.78125
10578,4.0,1.0,1.0,1.0,27.0,0.5,2.0,13.5,54.0,0.01,3.0,2.0,0.0,0.0,4.0,4.0,5.0,4.0,1.0,0,0.75,0.0,3.0,0.8,1.0
2802,22.0,4.0,4.0,2.0,278.63,0.05,19.56,14.25,5448.79,0.09,302.71,17.0,1.0,1.0,16.0,9.0,38.0,22.0,7.0,0,0.45454545454545453,8.5,19.5,0.42105263157894735,0.4090909090909091
7176,71.0,10.0,1.0,7.0,650.0,0.04,27.2,23.9,17680.0,0.22,982.22,49.0,14.0,5.0,17.0,15.0,82.0,48.0,19.0,0,0.2535211267605634,2.5789473684210527,60.0,0.2073170731707317,0.3125
7062,28.0,5.0,5.0,5.0,426.06,0.07,15.0,28.4,6390.91,0.14,355.05,18.0,0.0,8.0,15.0,16.0,54.0,32.0,9.0,0,0.5357142857142857,2.25,23.0,0.2777777777777778,0.5
7259,14.0,3.0,1.0,2.0,252.62,0.1,10.27,24.61,2593.51,0.08,144.08,10.0,0.0,2.0,14.0,15.0,30.0,22.0,5.0,0,0.42857142857142855,5.0,12.0,0.4666666666666667,0.6818181818181818
8846,4.0,1.0,1.0,1.0,13.93,0.25,4.0,3.48,55.73,0.0,3.1,2.0,0.0,0.0,4.0,1.0,4.0,2.0,1.0,0,0.75,0.0,3.0,1.0,0.5
1237,48.0,9.0,5.0,5.0,665.98,0.07,15.02,44.35,10000.37,0.22,555.58,35.0,3.0,8.0,19.0,31.0,69.0,49.0,17.0,1,0.3958333333333333,3.1818181818181817,41.5,0.2753623188405797,0.6326530612244898
10003,38.0,5.0,1.0,5.0,602.07,0.09,11.61,51.84,6991.76,0.2,388.43,31.0,0.0,5.0,15.0,31.0,61.0,48.0,6.0,0,0.2894736842105263,6.2,34.5,0.2459016393442623,0.6458333333333334
9694,64.0,10.0,9.0,9.0,1236.57,0.04,23.5,52.62,29059.46,0.41,1614.41,41.0,11.0,9.0,19.0,38.0,118.0,94.0,19.0,0,0.4375,2.05,52.5,0.16101694915254236,0.40425531914893614
5648,22.0,3.0,1.0,3.0,216.22,0.11,9.0,24.02,1945.98,0.07,108.11,13.0,2.0,4.0,13.0,13.0,28.0,18.0,5.0,0,0.3181818181818182,2.1666666666666665,17.5,0.4642857142857143,0.7222222222222222
9404,34.0,5.0,1.0,5.0,681.82,0.05,18.93,36.01,12908.03,0.23,717.11,28.0,1.0,3.0,17.0,22.0,80.0,49.0,9.0,0,0.3235294117647059,7.0,31.0,0.2125,0.4489795918367347
9098,26.0,7.0,6.0,7.0,456.65,0.06,16.8,27.18,7671.72,0.15,426.21,24.0,0.0,0.0,14.0,15.0,58.0,36.0,13.0,0,0.7692307692307693,0.0,25.0,0.2413793103448276,0.4166666666666667
8156,4.0,1.0,1.0,1.0,30.88,0.2,5.0,6.18,154.4,0.01,8.58,2.0,0.0,0.0,5.0,2.0,7.0,4.0,1.0,0,0.75,0.0,3.0,0.7142857142857143,0.5
2304,68.0,15.0,15.0,7.0,950.0,0.02,41.37,22.97,39298.33,0.32,2183.24,52.0,0.0,10.0,17.0,15.0,117.0,73.0,29.0,0,0.5441176470588235,5.2,60.0,0.1452991452991453,0.2054794520547945
4282,8.0,1.0,1.0,1.0,98.1,0.29,3.5,28.03,343.35,0.03,19.07,6.0,0.0,0.0,7.0,10.0,14.0,10.0,1.0,0,0.375,0.0,7.0,0.5,1.0
2029,94.0,10.0,5.0,9.0,2034.42,0.04,27.29,74.55,55515.44,0.68,3084.19,68.0,3.0,8.0,23.0,59.0,180.0,140.0,19.0,1,0.2553191489361702,6.181818181818182,81.0,0.12777777777777777,0.42142857142857143
9503,5.0,1.0,1.0,1.0,16.25,0.67,1.5,10.84,24.38,0.01,1.35,3.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,0,0.6,0.0,4.0,0.6,1.0
6556,97.0,14.0,5.0,5.0,1530.28,0.02,41.61,36.78,63676.64,0.51,3537.59,59.0,14.0,18.0,21.0,27.0,167.0,107.0,27.0,0,0.24742268041237114,1.84375,78.0,0.12574850299401197,0.2523364485981308
3696,27.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.25925925925925924,0.0,13.5,0.0,0.0
9089,99.0,13.0,4.0,12.0,2073.09,0.03,29.62,70.0,61395.5,0.69,3410.86,76.0,4.0,17.0,20.0,52.0,182.0,154.0,25.0,0,0.29292929292929293,3.619047619047619,87.5,0.10989010989010989,0.33766233766233766
9215,5.0,1.0,1.0,1.0,15.51,0.5,2.0,7.75,31.02,0.01,1.72,2.0,0.0,0.0,4.0,2.0,4.0,2.0,1.0,0,0.6,0.0,3.5,1.0,1.0
9913,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
5771,8.0,1.0,1.0,1.0,66.61,0.4,2.5,26.64,166.52,0.02,9.25,4.0,0.0,0.0,5.0,8.0,10.0,8.0,1.0,0,0.375,0.0,6.0,0.5,1.0
76,32.0,2.0,1.0,2.0,851.92,0.08,12.2,69.81,10396.13,0.28,577.56,23.0,3.0,4.0,11.0,32.0,86.0,71.0,3.0,1,0.15625,3.2857142857142856,27.5,0.12790697674418605,0.4507042253521127
6830,35.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.22857142857142856,0.0,17.5,0.0,0.0
8859,16.0,3.0,1.0,3.0,134.89,0.09,10.71,12.59,1445.21,0.04,80.29,13.0,0.0,1.0,10.0,7.0,18.0,15.0,5.0,0,0.4375,13.0,14.5,0.5555555555555556,0.4666666666666667
8442,31.0,1.0,1.0,1.0,509.75,0.05,20.25,25.17,10322.46,0.17,573.47,24.0,0.0,5.0,9.0,10.0,75.0,45.0,1.0,0,0.0967741935483871,4.8,27.5,0.12,0.2222222222222222
587,33.0,5.0,1.0,2.0,541.11,0.05,19.86,27.24,10748.47,0.18,597.14,25.0,0.0,6.0,19.0,22.0,55.0,46.0,9.0,1,0.24242424242424243,4.166666666666667,29.0,0.34545454545454546,0.4782608695652174
209,138.0,35.0,21.0,17.0,3191.88,0.02,51.27,62.26,163640.68,1.06,9091.15,115.0,0.0,21.0,26.0,46.0,210.0,147.0,51.0,1,0.5289855072463768,5.476190476190476,126.5,0.12380952380952381,0.3129251700680272
4047,5.0,1.0,1.0,1.0,27.0,0.4,2.5,10.8,67.5,0.01,3.75,3.0,0.0,0.0,5.0,3.0,6.0,3.0,1.0,0,0.6,0.0,4.0,0.8333333333333334,1.0
3636,56.0,3.0,1.0,1.0,2506.72,0.04,24.56,102.08,61553.82,0.84,3419.66,36.0,1.0,15.0,17.0,45.0,291.0,130.0,5.0,0,0.08928571428571429,2.25,46.0,0.058419243986254296,0.34615384615384615
1962,92.0,10.0,1.0,6.0,1869.21,0.04,27.56,67.82,51520.06,0.62,2862.23,69.0,3.0,18.0,21.0,48.0,180.0,126.0,19.0,1,0.18478260869565216,3.2857142857142856,80.5,0.11666666666666667,0.38095238095238093
10613,31.0,7.0,7.0,5.0,464.08,0.06,17.5,26.52,8121.47,0.15,451.19,24.0,1.0,4.0,15.0,18.0,50.0,42.0,13.0,0,0.6129032258064516,4.8,27.5,0.3,0.42857142857142855
6287,15.0,4.0,1.0,2.0,293.25,0.06,16.67,17.59,4887.48,0.1,271.53,10.0,0.0,3.0,16.0,12.0,36.0,25.0,7.0,0,0.4666666666666667,3.3333333333333335,12.5,0.4444444444444444,0.48
9804,19.0,8.0,4.0,4.0,1116.21,0.03,34.0,32.83,37951.13,0.37,2108.4,11.0,0.0,3.0,24.0,18.0,156.0,51.0,15.0,0,0.8421052631578947,3.6666666666666665,15.0,0.15384615384615385,0.35294117647058826
4882,15.0,3.0,1.0,3.0,194.49,0.1,10.39,18.72,2020.5,0.06,112.25,9.0,3.0,1.0,11.0,9.0,28.0,17.0,5.0,0,0.4666666666666667,2.25,12.0,0.39285714285714285,0.5294117647058824
10558,72.0,10.0,1.0,1.0,1447.56,0.02,41.62,34.78,60246.25,0.48,3347.01,61.0,0.0,9.0,19.0,21.0,180.0,92.0,16.0,0,0.16666666666666666,6.777777777777778,66.5,0.10555555555555556,0.22826086956521738
1882,159.0,20.0,5.0,18.0,2383.08,0.03,39.58,60.2,94330.35,0.79,5240.57,118.0,12.0,27.0,25.0,48.0,233.0,152.0,37.0,1,0.27044025157232704,3.0256410256410255,138.5,0.1072961373390558,0.3157894736842105
3833,28.0,3.0,1.0,3.0,187.98,0.13,7.5,25.06,1409.88,0.06,78.33,17.0,5.0,4.0,12.0,12.0,26.0,15.0,5.0,0,0.25,1.8888888888888888,22.5,0.46153846153846156,0.8
9194,4.0,1.0,1.0,1.0,11.61,0.67,1.5,7.74,17.41,0.0,0.97,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0,0,0.75,0.0,3.0,1.0,1.0
9772,13.0,2.0,1.0,1.0,78.14,0.22,4.5,17.36,351.62,0.03,19.53,9.0,0.0,1.0,9.0,6.0,14.0,6.0,3.0,0,0.3076923076923077,9.0,11.0,0.6428571428571429,1.0
5740,17.0,2.0,1.0,2.0,211.52,0.14,7.29,29.03,1541.07,0.07,85.62,10.0,1.0,3.0,12.0,14.0,28.0,17.0,3.0,0,0.29411764705882354,2.5,13.5,0.42857142857142855,0.8235294117647058
7692,25.0,3.0,1.0,3.0,421.97,0.08,11.93,35.36,5034.82,0.14,279.71,21.0,0.0,1.0,15.0,22.0,46.0,35.0,5.0,0,0.28,21.0,23.0,0.32608695652173914,0.6285714285714286
998,5.0,1.0,1.0,1.0,53.77,0.24,4.2,12.8,225.85,0.02,12.55,3.0,0.0,0.0,7.0,5.0,9.0,6.0,1.0,1,0.6,0.0,4.0,0.7777777777777778,0.8333333333333334
5243,22.0,4.0,1.0,3.0,191.44,0.08,12.57,15.23,2406.64,0.06,133.7,15.0,0.0,4.0,8.0,7.0,27.0,22.0,7.0,0,0.36363636363636365,3.75,18.5,0.2962962962962963,0.3181818181818182
1860,135.0,18.0,1.0,7.0,2538.47,0.02,51.7,49.1,131226.62,0.85,7290.37,120.0,0.0,13.0,27.0,41.0,260.0,157.0,33.0,1,0.1925925925925926,9.23076923076923,127.5,0.10384615384615385,0.2611464968152866
2173,279.0,36.0,29.0,25.0,5558.15,0.03,38.46,144.51,213776.7,1.85,11876.48,202.0,32.0,37.0,29.0,118.0,459.0,313.0,71.0,0,0.3225806451612903,2.927536231884058,240.5,0.06318082788671024,0.3769968051118211
6992,70.0,3.0,1.0,3.0,1836.16,0.02,40.95,44.84,75190.73,0.61,4177.26,58.0,6.0,4.0,13.0,20.0,238.0,126.0,5.0,0,0.1,5.8,64.0,0.0546218487394958,0.15873015873015872
3248,54.0,9.0,6.0,4.0,1008.11,0.03,29.13,34.6,29369.72,0.34,1631.65,47.0,2.0,3.0,23.0,30.0,100.0,76.0,17.0,0,0.35185185185185186,9.4,50.5,0.23,0.39473684210526316
